timestamps,TP9,AF7,AF8,TP10,Right AUX
1533059194,18.066,22.949,20.508,-4.883,24.902
1533059194,31.738,18.555,20.02,-7.812,34.18
1533059194,25.879,21.484,19.531,-9.766,39.062
1533059194,15.625,26.855,20.02,-14.648,50.293
1533059194,12.695,26.855,18.066,-17.578,54.688
1533059194,21.484,24.902,17.578,-9.766,21.973
1533059194,35.156,25.391,19.043,-0.488,12.207
1533059194,30.762,20.508,24.902,3.906,58.105
1533059194,19.531,19.531,28.32,6.348,67.383
1533059194,8.789,19.531,27.832,4.883,63.965
1533059194,12.695,15.625,27.832,4.883,85.449
1533059194,33.691,20.02,25.391,11.719,40.039
1533059194,36.133,27.832,20.02,13.672,26.367
1533059194,26.855,29.297,17.578,6.836,0
1533059194,14.648,27.832,19.043,1.953,2.93
1533059194,14.16,26.367,22.461,-0.488,39.062
1533059194,33.691,25.879,23.926,0.488,56.641
1533059194,38.574,27.344,18.555,4.883,57.129
1533059194,31.738,31.25,16.113,6.348,-2.441
1533059194,21.484,34.18,15.137,3.906,-54.199
1533059194,17.578,31.738,15.137,0.488,11.719
1533059194,35.156,31.738,20.02,5.859,67.383
1533059194,41.504,34.18,21.484,12.207,33.691
1533059194,32.227,32.715,26.367,10.254,13.184
1533059194,24.902,32.227,31.738,5.859,6.836
1533059194,24.902,30.273,28.32,7.812,45.41
1533059194,36.621,25.879,25.879,12.207,14.648
1533059194,36.621,25.391,24.414,9.277,-20.02
1533059194,24.414,27.344,22.949,2.93,-10.742
1533059194,17.578,27.832,22.461,3.418,-38.086
1533059194,16.602,27.832,23.438,4.883,-57.129
1533059194,33.203,26.367,25.879,9.766,-20.508
1533059194,42.48,23.926,28.809,14.648,-10.742
1533059194,30.762,21.973,26.855,12.695,-15.137
1533059194,21.484,20.02,24.902,11.719,43.457
1533059194,20.02,20.508,24.902,14.16,25.391
1533059194,28.32,18.555,21.484,11.23,8.789
1533059194,36.621,16.113,21.973,9.277,20.508
1533059194,31.738,16.602,25.391,9.766,29.785
1533059194,21.973,15.137,25.879,4.395,-9.766
1533059194,14.648,16.602,25.391,0.488,13.184
1533059194,24.902,19.043,24.414,0.977,35.156
1533059194,36.621,20.02,25.391,3.906,-6.836
1533059194,34.668,20.02,27.832,5.859,24.414
1533059194,24.902,20.996,28.32,5.859,58.105
1533059194,7.324,20.508,30.762,5.371,67.383
1533059194,13.672,18.555,32.715,7.812,38.574
1533059194,32.715,17.578,33.203,10.742,46.387
1533059194,30.762,20.508,34.668,12.207,116.699
1533059194,20.02,22.461,35.156,9.766,98.145
1533059194,12.695,21.484,37.598,4.883,48.34
1533059194,18.555,19.531,36.621,3.906,7.812
1533059194,29.297,22.949,35.645,1.465,-9.277
1533059194,23.926,26.855,33.691,-3.906,38.574
1533059194,15.625,25.391,30.273,-6.836,54.199
1533059194,5.859,24.902,30.273,-12.695,6.348
1533059194,8.789,25.391,31.25,-13.672,-16.602
1533059194,28.809,25.391,31.738,-5.859,39.551
1533059194,27.344,26.367,31.25,-2.93,49.805
1533059194,16.113,25.879,31.25,-5.859,-40.039
1533059194,9.766,24.902,31.25,-6.836,13.184
1533059194,10.254,25.879,30.762,-8.301,101.074
1533059194,26.855,23.926,29.297,-2.441,13.184
1533059194,32.227,24.414,31.738,4.883,7.324
1533059194,21.973,25.391,34.18,9.277,20.02
1533059194,18.066,24.902,37.109,13.184,-4.883
1533059194,15.625,23.926,35.645,6.348,40.039
1533059194,25.879,20.508,31.738,4.395,75.195
1533059194,31.25,19.531,35.645,7.812,76.66
1533059194,22.461,21.484,36.133,8.301,23.926
1533059194,18.066,21.973,31.738,4.883,-60.059
1533059194,14.648,23.438,31.738,3.906,-16.113
1533059194,28.32,22.461,32.715,10.742,54.688
1533059194,38.574,21.484,33.203,14.16,14.16
1533059194,27.832,19.043,31.738,9.277,7.324
1533059194,16.113,17.578,29.785,3.906,38.086
1533059194,8.789,16.113,31.25,-2.441,33.203
1533059194,18.555,14.648,31.738,-7.812,20.508
1533059194,24.414,17.578,29.785,-5.371,-28.809
1533059194,12.207,14.648,28.32,-9.277,-0.488
1533059194,4.883,11.23,28.809,-11.719,42.969
1533059194,1.465,12.695,29.785,-10.254,43.945
1533059194,11.23,13.184,29.785,-10.254,37.109
1533059194,24.414,12.207,30.762,-3.906,28.32
1533059194,20.996,11.719,32.715,1.953,19.531
1533059194,14.648,10.742,32.227,3.418,-33.203
1533059194,4.395,8.789,33.203,1.465,-2.441
1533059194,14.648,10.742,32.715,3.906,-3.906
1533059194,33.203,15.137,33.203,10.254,-8.789
1533059194,21.484,11.23,35.156,8.301,59.082
1533059194,8.789,7.324,34.18,3.906,81.543
1533059194,5.371,8.301,33.203,4.883,38.574
1533059194,8.789,12.207,31.738,2.441,14.648
1533059194,22.461,17.578,30.762,1.465,24.902
1533059194,26.855,19.043,32.227,7.812,27.344
1533059194,20.02,18.066,31.738,5.859,62.012
1533059194,5.859,15.625,31.738,-0.977,0.488
1533059194,0.977,15.625,33.203,-2.441,8.301
1533059194,20.996,17.09,33.691,2.93,38.574
1533059194,26.855,16.602,30.762,7.324,9.766
1533059194,14.648,15.625,29.297,7.812,10.742
1533059194,4.395,16.602,28.809,3.906,-7.812
1533059194,6.348,17.09,25.391,2.441,-47.363
1533059194,25.391,14.16,26.367,8.789,-51.27
1533059194,27.832,13.184,25.391,8.789,7.812
1533059194,20.508,15.625,25.879,4.883,50.293
1533059194,14.648,20.02,27.832,5.859,10.742
1533059194,10.742,21.973,24.902,3.906,-26.855
1533059194,23.438,22.461,25.879,4.395,-17.09
1533059194,30.273,22.949,26.855,6.836,36.133
1533059194,27.344,23.438,26.855,7.812,56.152
1533059194,16.113,24.902,27.344,4.395,22.461
1533059194,5.371,26.367,27.344,-5.371,13.184
1533059194,17.09,23.926,26.367,-5.859,24.902
1533059194,28.32,26.367,27.344,1.953,33.691
1533059194,20.996,29.785,28.809,5.371,79.102
1533059194,11.719,27.832,26.367,5.859,49.316
1533059194,5.859,26.855,24.414,3.418,3.906
1533059194,18.066,25.879,26.855,3.418,-22.461
1533059194,35.645,25.391,28.809,7.812,40.527
1533059194,35.156,23.926,29.297,13.672,54.199
1533059194,21.484,21.973,31.25,11.719,-3.418
1533059194,7.324,20.508,34.668,5.859,20.996
1533059194,15.625,18.555,33.691,4.883,-0.977
1533059194,31.25,21.484,28.809,9.766,-2.93
1533059194,33.203,26.855,24.902,17.578,6.348
1533059194,19.531,25.879,25.391,12.695,18.066
1533059194,4.395,22.949,26.367,4.395,40.527
1533059194,13.672,20.996,29.297,7.812,25.879
1533059194,33.691,21.484,29.297,11.23,32.715
1533059194,38.574,23.438,26.367,9.766,6.348
1533059194,36.621,25.391,26.367,8.789,-57.129
1533059194,28.32,27.344,26.367,6.348,-11.719
1533059194,30.273,26.855,27.344,5.371,13.672
1533059194,44.434,23.438,29.785,10.254,-36.621
1533059194,39.551,22.461,29.297,16.602,-2.441
1533059194,30.762,22.461,30.273,20.02,47.852
1533059194,25.879,24.414,28.32,18.066,102.539
1533059194,27.832,27.832,23.926,16.113,116.699
1533059194,46.387,28.32,22.949,17.09,27.832
1533059194,50.293,27.344,25.391,16.113,50.781
1533059194,36.133,25.879,27.344,12.695,43.945
1533059194,23.438,25.391,23.438,9.277,-5.859
1533059194,20.02,27.832,20.508,4.395,65.43
1533059194,29.297,26.367,22.461,0.488,105.957
1533059194,26.855,23.438,26.855,1.953,26.367
1533059194,18.066,21.973,26.855,0.488,1.953
1533059194,15.625,22.949,27.344,-0.977,31.25
1533059194,11.23,21.973,27.832,-8.789,28.809
1533059194,22.461,20.508,24.902,-15.625,75.195
1533059195,33.203,20.996,26.367,-10.254,38.086
1533059195,28.32,22.461,26.855,-6.836,38.574
1533059195,20.996,25.391,26.367,-8.301,47.363
1533059195,17.09,23.926,25.391,-2.441,16.602
1533059195,28.809,20.02,24.414,6.348,6.836
1533059195,40.039,18.555,26.367,10.254,22.949
1533059195,34.668,18.555,28.809,14.648,62.012
1533059195,28.32,21.484,27.832,15.137,55.664
1533059195,21.484,20.996,23.926,10.254,1.465
1533059195,28.809,17.09,20.02,8.301,-22.461
1533059195,43.457,20.02,21.973,14.16,34.668
1533059195,41.992,22.949,21.973,16.602,19.531
1533059195,29.785,21.973,19.043,13.672,-1.465
1533059195,18.555,22.949,19.043,15.137,30.762
1533059195,28.32,23.438,20.996,20.508,3.906
1533059195,41.992,22.949,22.949,21.484,25.879
1533059195,41.504,23.926,20.02,23.438,-1.953
1533059195,29.297,21.973,23.926,19.531,-36.621
1533059195,11.23,20.508,25.391,6.348,1.953
1533059195,19.531,23.926,23.926,4.395,56.152
1533059195,44.922,25.391,23.926,13.672,43.945
1533059195,41.016,24.414,23.438,9.277,16.113
1533059195,27.344,24.414,22.949,-1.465,60.547
1533059195,15.625,22.949,21.484,-3.418,89.355
1533059195,16.113,20.508,19.531,-1.465,-24.902
1533059195,30.762,18.555,17.578,1.465,-65.918
1533059195,32.715,20.02,20.02,5.859,23.438
1533059195,28.809,20.508,24.414,7.812,47.363
1533059195,15.625,18.066,26.855,6.836,89.844
1533059195,10.254,17.578,27.832,5.859,56.641
1533059195,31.738,20.508,25.391,10.254,19.043
1533059195,33.203,19.043,24.902,8.301,60.059
1533059195,21.973,15.137,23.926,3.418,72.266
1533059195,13.672,17.578,20.508,2.93,29.785
1533059195,5.371,19.043,17.578,-8.301,21.973
1533059195,21.484,18.555,19.043,-8.301,8.301
1533059195,34.18,20.508,21.973,0,-5.859
1533059195,26.367,20.508,20.996,-4.395,41.504
1533059195,21.484,20.02,20.508,-5.371,49.316
1533059195,16.602,18.066,20.02,-7.324,23.926
1533059195,26.855,18.555,18.066,-10.254,19.043
1533059195,40.527,23.926,20.508,-4.395,13.184
1533059195,37.109,22.461,23.438,2.93,-37.109
1533059195,26.855,19.043,23.438,5.859,-13.184
1533059195,14.648,20.02,23.438,4.883,27.832
1533059195,19.531,17.09,22.461,1.465,-15.137
1533059195,31.738,17.09,25.879,3.906,23.438
1533059195,31.25,21.484,27.344,6.348,50.781
1533059195,20.996,24.414,25.391,0.488,50.293
1533059195,13.184,23.438,21.973,-3.906,52.246
1533059195,16.113,20.996,20.02,-10.254,65.43
1533059195,21.484,20.02,20.508,-8.789,94.727
1533059195,22.949,19.531,21.484,-2.441,40.527
1533059195,21.484,20.996,21.484,0.488,16.113
1533059195,3.906,22.949,21.973,-6.348,4.395
1533059195,2.93,17.09,21.973,-12.695,-46.875
1533059195,24.414,15.137,22.461,-4.883,-3.418
1533059195,26.855,19.043,23.926,-0.977,118.652
1533059195,18.555,18.066,25.391,-1.465,91.797
1533059195,7.324,17.09,22.949,-0.977,15.137
1533059195,6.348,14.648,21.484,-6.836,-1.953
1533059195,21.484,14.648,24.414,-9.766,-45.898
1533059195,22.949,17.09,25.879,-4.883,-42.969
1533059195,19.043,20.508,25.391,-0.488,-27.344
1533059195,13.184,21.484,26.855,0.977,-23.438
1533059195,16.602,19.531,27.344,2.93,36.621
1533059195,31.738,19.043,26.855,7.324,-0.488
1533059195,36.133,19.531,25.879,4.395,-11.23
1533059195,30.273,20.02,25.391,1.953,69.336
1533059195,17.09,19.531,23.438,0,50.293
1533059195,19.531,20.508,24.414,2.93,57.129
1533059195,40.039,24.902,26.855,9.277,76.66
1533059195,48.34,25.391,26.855,11.719,-0.488
1533059195,42.969,22.949,25.879,9.766,-4.883
1533059195,31.25,20.996,25.879,9.277,-59.082
1533059195,24.902,23.926,25.391,10.742,-71.777
1533059195,37.598,27.832,20.508,9.277,-20.508
1533059195,36.621,28.32,16.602,1.953,22.949
1533059195,26.855,26.855,20.508,-2.93,97.168
1533059195,27.832,27.832,24.902,4.395,50.293
1533059195,22.949,28.32,24.902,3.906,37.598
1533059195,36.133,26.367,21.484,-3.418,59.082
1533059195,41.504,27.832,20.02,-8.789,36.621
1533059195,27.344,30.762,22.949,-13.184,33.203
1533059195,23.926,31.25,22.461,-11.719,11.23
1533059195,24.414,32.715,20.996,-10.254,-6.348
1533059195,33.203,29.297,21.484,-4.395,53.223
1533059195,45.41,29.297,24.902,3.906,27.832
1533059195,39.551,29.297,23.926,3.418,2.441
1533059195,26.367,26.367,22.461,-0.488,43.457
1533059195,21.484,27.832,21.973,0,36.621
1533059195,32.227,27.832,21.484,5.859,12.695
1533059195,42.48,24.414,22.461,6.836,16.113
1533059195,41.016,23.438,23.926,9.277,14.16
1533059195,32.715,24.902,25.391,6.836,30.273
1533059195,21.973,24.414,23.438,1.465,10.742
1533059195,27.832,24.902,22.461,4.883,-6.836
1533059195,42.48,26.367,25.391,9.766,31.738
1533059195,40.039,25.879,28.809,11.23,62.5
1533059195,32.227,27.344,29.785,10.742,55.664
1533059195,26.367,28.809,26.855,10.742,-27.832
1533059195,30.762,28.32,22.949,9.766,-46.875
1533059195,42.969,28.32,23.438,7.324,-6.348
1533059195,42.48,31.25,24.902,7.324,14.16
1533059195,38.086,31.738,25.391,6.348,8.789
1533059195,27.344,29.785,25.391,3.906,-2.441
1533059195,20.508,28.809,26.367,2.93,-20.508
1533059195,36.133,25.879,30.762,5.859,13.672
1533059195,38.574,26.367,37.109,6.836,15.137
1533059195,30.762,30.762,35.156,5.859,-25.391
1533059195,23.438,29.297,29.785,3.418,50.781
1533059195,19.043,27.344,28.809,0.977,15.625
1533059195,34.668,23.926,33.691,5.859,-32.227
1533059195,37.598,18.555,38.574,13.184,15.137
1533059195,27.344,15.625,41.016,17.578,10.254
1533059195,14.648,15.137,40.527,9.277,69.824
1533059195,6.348,17.578,33.691,-3.418,37.598
1533059195,21.973,17.09,27.344,1.465,7.812
1533059195,27.832,15.137,27.344,7.812,62.012
1533059195,19.043,14.16,29.785,9.766,60.547
1533059195,12.207,15.137,30.273,9.766,57.617
1533059195,6.836,18.555,23.926,5.371,17.578
1533059195,16.602,21.973,18.066,0.488,30.273
1533059195,27.344,24.414,19.043,5.371,66.406
1533059195,23.926,23.926,25.879,16.602,41.016
1533059195,14.16,21.484,30.273,15.137,-0.488
1533059195,8.301,22.461,29.297,10.254,13.672
1533059195,21.973,24.414,29.297,12.695,67.871
1533059195,39.062,25.391,30.273,18.066,51.27
1533059195,29.785,25.391,25.879,6.836,33.691
1533059195,20.508,22.461,26.855,-1.953,16.113
1533059195,8.301,20.508,26.367,-2.93,11.23
1533059195,14.16,22.461,26.855,1.953,30.762
1533059195,40.039,23.926,27.344,12.695,38.086
1533059195,38.086,24.902,23.926,14.16,50.293
1533059195,18.555,25.879,22.461,3.906,-38.086
1533059195,6.348,27.344,19.043,-3.906,-100.098
1533059195,14.16,27.344,21.484,1.465,-52.246
1533059195,31.25,27.344,25.391,7.812,-25.879
1533059195,33.691,30.762,25.391,11.719,42.969
1533059195,22.949,28.32,23.438,7.812,32.715
1533059195,9.766,23.926,24.902,2.93,32.715
1533059195,10.254,23.438,25.879,4.395,49.805
1533059195,25.879,24.414,21.973,9.766,-14.648
1533059195,24.414,25.879,22.949,11.23,52.246
1533059195,16.113,26.367,23.926,8.301,34.668
1533059195,11.23,28.32,25.391,6.836,26.367
1533059195,7.324,26.367,27.344,2.441,71.777
1533059195,20.02,23.438,25.879,3.906,60.059
1533059195,28.32,23.438,24.902,13.672,57.617
1533059195,23.438,20.508,26.855,16.602,60.547
1533059195,18.555,20.508,27.832,11.719,72.266
1533059195,20.508,24.414,24.902,8.301,60.547
1533059195,33.691,21.484,23.926,11.23,44.922
1533059195,41.504,19.531,24.414,13.672,21.973
1533059195,35.156,22.461,24.902,10.254,50.293
1533059195,20.996,20.996,29.297,6.836,52.246
1533059195,17.578,20.508,27.344,3.418,36.621
1533059195,33.691,21.484,25.879,3.418,64.941
1533059195,34.18,20.508,31.25,2.441,70.312
1533059195,21.484,19.043,32.227,-0.488,34.18
1533059195,9.766,20.508,28.809,-5.371,-12.695
1533059195,-4.395,22.461,24.902,-11.23,27.344
1533059195,2.441,20.02,21.973,-11.23,7.812
1533059195,14.16,17.578,23.926,-2.441,-34.668
1533059195,11.719,17.09,25.879,0,3.418
1533059195,5.859,17.09,24.414,-4.395,-4.883
1533059195,-2.441,18.066,21.484,-6.836,6.836
1533059195,16.602,19.531,19.531,-5.859,-11.23
1533059195,35.645,19.043,23.926,0,11.23
1533059195,29.297,17.578,28.32,4.395,70.312
1533059195,22.461,15.625,27.344,3.418,48.828
1533059195,13.184,14.648,25.391,3.418,-24.414
1533059195,21.973,13.184,25.879,5.371,17.578
1533059195,40.039,15.625,26.367,13.184,58.594
1533059195,36.621,20.02,25.879,16.602,3.906
1533059195,23.438,21.484,29.785,16.602,39.062
1533059195,7.324,20.02,31.738,5.859,55.176
1533059195,8.789,15.137,30.762,-3.906,36.133
1533059195,32.227,15.137,26.367,1.465,6.348
1533059195,34.668,21.973,24.902,5.371,-25.879
1533059195,17.09,22.949,28.809,0,45.41
1533059195,0.977,19.531,26.855,-7.324,89.355
1533059195,6.348,21.484,21.973,-11.23,-27.344
1533059195,21.484,23.438,24.414,-11.23,-6.836
1533059195,10.254,21.973,27.832,-13.184,47.363
1533059195,-0.977,19.531,31.25,-12.695,24.414
1533059195,-3.418,18.066,32.715,-8.789,38.574
1533059195,2.441,20.02,29.785,-5.859,20.02
1533059195,21.484,23.438,28.809,-0.977,85.938
1533059195,30.762,26.367,28.809,7.812,125.488
1533059195,22.461,25.879,34.18,8.301,81.055
1533059195,8.301,24.902,37.598,7.812,50.293
1533059195,16.113,24.414,34.668,15.137,41.504
1533059195,43.457,21.973,33.691,24.902,21.484
1533059195,49.805,23.438,35.645,34.668,8.301
1533059195,38.086,28.32,31.25,19.043,40.527
1533059195,30.762,31.25,22.949,2.93,21.973
1533059195,28.809,27.832,19.531,7.812,9.766
1533059195,41.504,21.973,24.902,13.184,40.527
1533059195,49.316,18.066,32.227,19.043,35.645
1533059195,40.527,16.602,32.715,19.043,30.762
1533059195,30.273,19.043,27.832,10.742,-5.371
1533059195,24.414,22.461,20.996,3.418,-50.781
1533059195,37.598,21.484,17.578,4.883,-0.488
1533059195,41.016,21.973,20.508,6.836,61.035
1533059195,22.461,19.531,23.438,0,79.102
1533059195,16.602,17.578,20.996,-3.418,33.691
1533059195,9.277,19.531,15.137,-6.348,-25.879
1533059195,7.324,19.043,14.16,-13.672,21.973
1533059195,12.207,16.602,19.531,-11.23,59.57
1533059195,8.789,15.625,22.949,-3.906,55.176
1533059195,9.277,15.137,19.043,-0.977,55.176
1533059195,-0.488,14.648,18.555,-7.324,71.289
1533059195,3.906,14.16,20.02,-12.695,41.016
1533059195,23.926,14.16,21.973,-2.441,38.086
1533059195,25.391,16.602,22.461,4.395,59.57
1533059195,20.996,19.043,19.043,5.859,-0.977
1533059195,18.555,22.949,16.602,1.465,22.461
1533059195,23.926,23.438,18.066,4.883,42.969
1533059195,41.992,16.602,24.414,13.184,29.785
1533059195,48.828,14.16,30.273,19.043,70.312
1533059195,48.34,23.926,32.715,27.344,33.203
1533059195,35.156,30.762,28.32,21.484,-11.23
1533059195,29.785,30.273,21.484,13.672,37.109
1533059195,46.387,29.785,17.578,12.695,69.336
1533059195,46.875,27.832,21.484,15.137,76.172
1533059195,30.273,22.949,25.879,8.789,68.359
1533059195,20.508,22.461,25.879,4.883,65.918
1533059195,24.902,22.949,25.879,8.301,54.199
1533059195,38.574,23.926,24.902,16.113,48.828
1533059195,41.992,23.438,27.344,16.602,74.219
1533059195,30.762,19.531,32.227,8.789,111.816
1533059195,18.066,19.043,30.762,3.906,25.391
1533059195,16.113,20.508,23.438,0.488,0
1533059195,36.133,20.996,23.438,7.812,-0.488
1533059195,42.969,19.531,25.879,17.09,-12.695
1533059195,29.785,18.555,22.949,12.695,99.121
1533059195,18.555,18.066,22.461,5.859,70.312
1533059195,17.09,17.09,23.926,2.441,-12.207
1533059195,28.809,16.602,22.461,4.395,-41.016
1533059195,38.086,18.555,24.902,12.695,-12.207
1533059195,30.273,18.066,25.391,12.695,-2.441
1533059195,18.555,18.555,24.414,7.812,-7.324
1533059195,15.625,18.066,26.367,7.812,16.113
1533059195,32.715,16.113,26.855,7.324,19.043
1533059195,46.875,18.066,25.879,10.254,12.695
1533059195,43.945,21.973,23.926,11.23,2.441
1533059195,32.227,19.043,23.926,6.836,19.531
1533059195,22.461,16.602,23.926,3.418,-30.273
1533059195,36.621,20.508,20.508,12.207,-51.27
1533059195,56.641,21.973,22.461,21.973,2.93
1533059195,50.293,20.508,24.902,20.996,-8.301
1533059195,41.016,19.043,23.438,15.137,-1.465
1533059195,31.25,20.02,23.926,12.207,23.926
1533059195,28.32,20.996,28.809,12.207,7.324
1533059196,38.086,19.531,28.809,11.719,6.836
1533059196,36.621,18.066,26.855,13.672,-12.207
1533059196,29.785,20.996,30.273,16.113,9.277
1533059196,22.461,22.461,32.715,11.23,-2.441
1533059196,24.414,21.484,31.25,10.254,-10.254
1533059196,39.062,21.973,28.32,15.137,95.703
1533059196,40.039,23.926,30.273,13.184,76.172
1533059196,31.25,24.414,31.25,6.348,0.977
1533059196,25.879,21.973,29.785,6.348,-51.27
1533059196,29.297,21.973,32.227,5.859,-8.301
1533059196,46.875,23.438,35.645,11.23,49.316
1533059196,50.293,19.531,34.668,17.09,0
1533059196,41.504,18.066,31.738,13.184,37.109
1533059196,32.715,20.508,31.25,9.277,63.965
1533059196,27.344,19.531,31.738,2.93,17.578
1533059196,38.086,16.113,30.762,3.418,29.297
1533059196,39.062,14.648,30.762,10.254,51.758
1533059196,33.691,20.02,32.227,15.625,70.801
1533059196,23.926,23.438,32.227,16.113,3.906
1533059196,19.043,22.461,32.715,15.625,26.855
1533059196,35.156,22.949,33.203,20.508,94.727
1533059196,42.48,21.973,29.785,21.484,28.32
1533059196,32.227,19.531,27.344,17.578,28.809
1533059196,22.949,17.578,28.32,15.137,86.426
1533059196,15.137,15.625,30.273,12.207,57.617
1533059196,24.902,16.113,27.344,12.695,0
1533059196,33.203,17.578,25.391,10.254,36.133
1533059196,23.438,14.16,28.32,7.324,5.859
1533059196,20.02,11.719,29.297,9.277,-12.207
1533059196,11.23,14.648,28.809,6.836,22.461
1533059196,15.625,14.16,27.832,3.418,-23.438
1533059196,29.297,12.207,29.297,6.348,-7.812
1533059196,24.902,9.766,30.273,12.207,30.762
1533059196,16.113,5.371,26.855,9.277,3.906
1533059196,5.371,8.301,24.414,3.906,-4.395
1533059196,11.719,5.371,25.879,5.371,57.129
1533059196,28.32,1.953,30.273,12.207,63.965
1533059196,30.762,5.371,34.668,15.137,44.922
1533059196,20.02,7.812,35.645,7.812,64.941
1533059196,7.812,14.16,26.367,-2.441,-11.23
1533059196,19.043,19.531,20.996,-4.883,-36.133
1533059196,27.832,17.09,22.461,-4.395,75.195
1533059196,19.043,13.672,23.438,-8.789,75.684
1533059196,18.555,16.113,21.973,-4.883,58.105
1533059196,8.789,13.672,23.438,-4.395,2.93
1533059196,0,9.277,25.391,-10.742,-21.484
1533059196,19.043,12.207,30.762,-0.488,-19.043
1533059196,25.391,15.625,34.18,7.812,-15.137
1533059196,20.508,21.973,27.344,4.883,23.926
1533059196,10.254,25.391,24.902,-2.441,27.344
1533059196,8.301,19.531,27.832,0.977,0.488
1533059196,28.32,18.555,29.785,11.23,-16.113
1533059196,29.297,16.113,29.297,8.789,10.742
1533059196,20.02,14.648,31.738,3.906,49.316
1533059196,20.02,18.555,30.273,3.418,56.641
1533059196,20.508,19.531,26.855,1.465,37.598
1533059196,32.715,22.461,24.414,2.441,82.52
1533059196,39.551,23.438,26.855,12.695,18.555
1533059196,29.297,22.949,29.785,11.23,-29.297
1533059196,22.949,24.414,31.25,7.812,54.688
1533059196,16.602,23.438,32.227,8.789,93.75
1533059196,26.855,23.926,29.785,4.395,42.48
1533059196,40.039,26.855,29.785,13.184,38.574
1533059196,38.574,27.344,26.855,16.602,37.109
1533059196,23.926,24.902,26.855,9.766,51.758
1533059196,2.93,24.414,26.855,-1.953,44.434
1533059196,14.648,22.949,26.855,-1.465,6.836
1533059196,37.109,21.973,29.785,10.742,45.41
1533059196,36.133,25.391,28.32,14.16,34.18
1533059196,23.926,30.273,25.391,2.441,-6.836
1533059196,11.23,29.785,24.414,-9.277,36.133
1533059196,25.879,26.855,25.879,2.441,55.664
1533059196,40.527,24.902,31.738,13.184,61.035
1533059196,31.25,23.926,31.738,4.883,12.207
1533059196,21.973,24.902,27.344,-1.465,33.691
1533059196,9.277,26.855,25.391,-7.324,76.66
1533059196,13.672,30.273,26.367,-8.301,-8.789
1533059196,32.227,32.715,26.367,0,-49.316
1533059196,33.203,31.738,23.926,2.93,8.301
1533059196,27.344,32.227,29.297,4.883,43.945
1533059196,12.695,28.32,28.809,-1.953,49.316
1533059196,13.184,24.414,21.484,-6.348,15.625
1533059196,30.762,26.367,19.531,2.93,-27.344
1533059196,32.715,26.367,19.043,9.277,13.672
1533059196,20.996,24.414,20.508,4.395,48.828
1533059196,8.789,24.902,23.438,-1.953,13.184
1533059196,11.719,24.414,22.461,-1.953,-15.625
1533059196,33.203,25.391,23.438,9.766,-2.441
1533059196,33.691,26.855,24.902,16.602,-0.488
1533059196,14.648,25.391,21.484,0.488,29.785
1533059196,2.93,25.879,20.02,-12.207,42.969
1533059196,-1.465,23.438,19.531,-7.812,-7.324
1533059196,16.113,18.066,21.973,1.953,30.273
1533059196,28.32,18.066,25.391,7.324,58.105
1533059196,24.902,22.461,23.926,0,24.414
1533059196,15.137,23.438,21.973,1.465,61.035
1533059196,9.766,21.484,19.043,-1.465,52.734
1533059196,24.414,23.438,19.531,-5.371,47.363
1533059196,32.715,21.484,19.531,2.93,46.875
1533059196,25.391,17.578,21.484,8.301,50.781
1533059196,16.602,16.602,25.391,10.254,62.012
1533059196,13.672,17.578,21.484,6.836,13.672
1533059196,26.367,15.625,17.09,8.301,-20.996
1533059196,36.621,14.16,18.066,14.16,3.418
1533059196,31.738,15.625,22.461,15.137,-12.207
1533059196,20.996,16.113,23.926,12.695,-47.852
1533059196,5.859,13.672,22.461,1.465,38.086
1533059196,11.719,15.625,22.461,-6.348,36.133
1533059196,21.973,15.137,24.902,-4.395,39.551
1533059196,17.578,15.137,25.879,-4.883,23.438
1533059196,5.859,17.09,23.438,-14.16,-32.227
1533059196,-4.395,19.531,23.438,-15.625,-27.832
1533059196,6.348,25.391,22.949,-9.766,25.391
1533059196,23.438,28.809,21.973,-8.301,63.477
1533059196,22.461,26.855,24.902,-12.695,64.941
1533059196,10.254,26.855,26.855,-16.113,53.711
1533059196,1.465,24.902,26.367,-11.719,-2.441
1533059196,13.672,22.461,24.902,-6.836,0.977
1533059196,33.203,24.902,27.344,0,64.453
1533059196,31.738,22.949,24.414,2.93,60.547
1533059196,23.926,22.461,19.043,0,-14.16
1533059196,11.719,23.926,20.02,0.488,-52.246
1533059196,19.043,20.996,23.438,8.789,12.207
1533059196,41.016,21.973,24.902,14.648,83.008
1533059196,39.062,20.508,25.879,15.625,60.059
1533059196,32.715,16.602,25.879,18.066,1.953
1533059196,26.367,17.09,25.879,17.09,-30.762
1533059196,24.902,18.066,27.344,15.625,17.578
1533059196,34.18,18.555,28.809,17.09,92.773
1533059196,31.25,18.066,31.738,13.672,20.508
1533059196,22.949,17.578,35.156,8.301,-1.953
1533059196,4.883,19.043,31.25,1.953,0.977
1533059196,-5.371,22.461,20.02,-7.812,22.949
1533059196,9.766,21.973,19.531,-6.836,16.113
1533059196,12.207,18.555,26.367,-3.418,-5.371
1533059196,3.906,13.672,27.344,-4.883,13.184
1533059196,-6.348,9.766,26.367,-5.371,3.906
1533059196,-10.742,13.184,26.367,-9.766,-4.395
1533059196,10.742,18.066,25.879,-2.93,-7.812
1533059196,17.578,17.09,24.902,-1.953,-33.203
1533059196,9.766,12.695,24.414,-15.137,20.996
1533059196,6.348,16.602,24.414,-12.695,46.875
